dtau_j_j1_min,dtau_j_j1_max,dtau_j_j1_avg,joint_position_j1_min,joint_position_j1_max,joint_position_j1_avg,joint_velocity_j1_min,joint_velocity_j1_max,joint_velocity_j1_avg,dtau_j_j2_min,dtau_j_j2_max,dtau_j_j2_avg,joint_position_j2_min,joint_position_j2_max,joint_position_j2_avg,joint_velocity_j2_min,joint_velocity_j2_max,joint_velocity_j2_avg,dtau_j_j3_min,dtau_j_j3_max,dtau_j_j3_avg,joint_position_j3_min,joint_position_j3_max,joint_position_j3_avg,joint_velocity_j3_min,joint_velocity_j3_max,joint_velocity_j3_avg,dtau_j_j4_min,dtau_j_j4_max,dtau_j_j4_avg,joint_position_j4_min,joint_position_j4_max,joint_position_j4_avg,joint_velocity_j4_min,joint_velocity_j4_max,joint_velocity_j4_avg,dtau_j_j5_min,dtau_j_j5_max,dtau_j_j5_avg,joint_position_j5_min,joint_position_j5_max,joint_position_j5_avg,joint_velocity_j5_min,joint_velocity_j5_max,joint_velocity_j5_avg,dtau_j_j6_min,dtau_j_j6_max,dtau_j_j6_avg,joint_position_j6_min,joint_position_j6_max,joint_position_j6_avg,joint_velocity_j6_min,joint_velocity_j6_max,joint_velocity_j6_avg,dtau_j_j7_min,dtau_j_j7_max,dtau_j_j7_avg,joint_position_j7_min,joint_position_j7_max,joint_position_j7_avg,joint_velocity_j7_min,joint_velocity_j7_max,joint_velocity_j7_avg,O_T_EE_pose_x_min,O_T_EE_pose_x_max,O_T_EE_pose_y_min,O_T_EE_pose_y_max,O_T_EE_pose_z_min,O_T_EE_pose_z_max,O_T_EE_orientation_x_min,O_T_EE_orientation_x_max,O_T_EE_orientation_y_min,O_T_EE_orientation_y_max,O_T_EE_orientation_z_min,O_T_EE_orientation_z_max,O_T_EE_orientation_w_min,O_T_EE_orientation_w_max,distance_travelled
-221.8621826171875,217.4952850341797,0.3789983851814194,-0.893760307148278,-0.7358167569914144,-0.8401269320147102,-0.2115257561557907,0.0781933459380622,-0.0058033613336672075,-278.4451904296875,274.9502258300781,-0.28732545286417216,-0.1657362498845177,0.3056298071876222,0.1635130980533867,-0.1974856895352003,0.148972107054943,0.01075485178295633,-237.6615753173828,224.0886383056641,-0.6669506322807631,-0.501366739833941,-0.3799873288971338,-0.4414227903466484,-0.0813545173531217,0.1004246996028465,-0.002446496042142547,-247.90972900390625,294.76959228515625,0.8377876773623825,-2.2429467165361645,-1.745884812346278,-2.02188880541935,-0.3571981708123903,0.2622231682394628,0.010313622290025309,-95.03965759277344,111.92434692382812,-0.34027182751108387,-2.414962912475674,-2.23516360246631,-2.345748002606188,-0.1795135690517096,0.0888538458459917,-0.000596449625243138,-310.6171875,239.659896850586,0.11537149044443916,2.363586992012144,3.001233717794963,2.5708173517545885,-0.3786364065372307,0.6504888578811592,0.025179267271918295,-127.3725128173828,180.2242584228516,0.31250514487188835,-0.1519229584866507,0.2205492691499345,0.08458066744480039,-0.2862166613554164,0.0095109489926504,-0.004650667556801793,0.1622348142487327,0.1849026640289652,-0.6844374263498488,-0.6200073946760681,0.2905565968344562,0.5671854708221881,-0.5224331754278362,0.5648111798900705,-0.5391194070240349,0.6038264213773532,-0.5390856534700269,0.5537534278082824,-0.4871214980413124,0.481797524050692,0.5595233637458722
